,id,description,title,repin_count
3974,188658671885915538,"The shows from NYFW were as incredible as expected—and don’t fret—you don’t have wait until next season to wear the trends. Shop coveted pieces from buzzy designers Khaite, Proenza Schouler, Ulla Johnson, and more now!",New York Fashion Week S/S 2023 is All the Inspo You Need for Iconic Outfits,1
3976,21181060739339547,Colors?,Primitive Wild Foragers,24
3977,21181060739339546, ,SOUND SPARKLING WATER,6
3979,21181060739328436, ,Out on the Town with Joy and Jared,97
3981,21181060739324799,"These tea towels in bright, colorful patterns inspire you to see artistry even in the kitchen. They're made with long-lasting linen that gets softer with each wash, so they'll dry anything from your plates to your hands. Set of 2 100% Linen 25.5"" x 17.5"" (64.8 x 44.5 cm)",Linen Tea Towel Set in Blue - Blue,2
3983,21181060739324791, ,The Oh Joy Studio Living Room,75
3984,21181060739310034, ,Everyday Luxury with Joy and Jared,54
3987,21181060739290711, ,This is our Blue Guest Bathroom!,107
3995,21181060739283073,The 57/40 is the answer to a question that is simple  yet astronomical in scale. What if we updated the most New Balance shoe of all time – the 574? Despite its legacy of unassuming  almost effortless versatility  the original 574 was a unique design for its era  a hybrid road/trail design that didn't lean on visible technical features. The 57/40 approaches the hybrid concept with a few extra years' worth of design developments to explore  and creates a new perspective on an iconic design. An ov,New Balance Women's 57/40,8
3996,21181060739283071,"You won't need to bark out loud for extra attention when wearing this Youly The Extrovert Water-Resistant Colorblocked Dog Harness. Putting your vibrant personality on display, this harness is also designed to keep up with all your rendezvous as it's crafted of webbed nylon with a water-resistant coating. Yep, you can make a splash.","YOULY The Extrovert Water-Resistant Colorblocked Dog Harness, Medium",4
4047,47639708547448160, ,Area glass board | Lintex,3
4049,188658671885914901,"All the seasonal festivities are right around the corner, get your wardrobe ready starting from the feet up. Shimmering mules, strappy heels, jewel-toned satin sandals, Barbiecore flats—you’ll find your next obsession with this edit.",The Shoes You Need to Prepare for Fall Festivities,6
4050,188658671885911659,This preppy look has a groovy ‘70s vibe that’s unexpected and fresh. Printed denim is the focal point—opt for relaxed fits with embellished details.,A Groovy NYFW Street Style Look is What You Need as Fall Outfit Inspo,7
4051,188658671885910944,You don’t have to worry about having the perfect color match for a denim on denim ensemble when you throw a patchwork piece into the mix.,This Denim On Denim Look From NYFW is Serving,3
4052,188658671885910433,"Incorporate glamour into your daytime style with an all-black situation with tons of texture. Think faux leather, crystals, and metal hardware.",You'll Be Obsessed with These NYFW Street Style Looks,6
4053,188658671885906822,"A lot of color goes a long way, as we like to say. You can add one pop of color to your look for a bright statement piece, or you can be the bright statement! This fall, we're all about vivid hues and in-your-face outfits. Shop vibrant outerwear here.",The Jackets You Need to Start Fall with a Style Upgrade,3
4054,188658671885906156,"Statement sweaters and must-have knits fill our shopping carts as we prepare for fall fashion. Perfectly paired with a mini skirt for the warmer days and wide leg trousers for the cooler nights, we have prepared our closets for the incoming influx of wool, cashmere, and mohair as fall gets closer.",Designer Sweaters You Need for a Chic Start to Fall,1
4055,188658671885903883,"Blazers for fall may not be groundbreaking, but they always add the perfect final touch to our fave looks. Elevated and chic, this outerwear staple is one that will forever line our closets. Find your lifelong blazer here from designers like Isabel Marant, Tibi, Callas Milano, and more.",Blazers are our Fall Best Friends,2
4056,188658671885903177,"Some love it, some hate it, but one thing is certain: the Canadian tuxedo won't be forgotten. Though it's changed since Britney's and Justin's red carpet days, the all denim look remains a staple for NYFW every year with some upgraded tweaks here and there to fit with the times. Shop our luxe denim pieces to create your own jean suit, or simply for another pair of pants here.","All Denim, All the Time for NYFW",3
4057,188658671885902363,"It only makes sense the 2022 BAZAAR Icons party was packed with the most iconic style stars. The four looks our editors can’t stop thinking about highlight everything we love about fashion: vibrancy, boldness, elegance, and timelessness. Shop them here!",Shop These ICONIC Celeb Looks From the Harper's BAZAAR ICONS 2022 Party,8
4058,188658671885898907,"Shine bright and capture everyone's attention with these stunning dresses from brands like Ulla Johnson, Sea, Johanna Ortiz, Zimmermann, and more.",Bright Dresses to Make Those Dreary Days Sunnier,5
4059,188658671885897540,"Patchwork dresses and colorful patterns are in the spotlight as we enter fall with a cooler hue this year. Warm undertones will always have their place in the season, but blues, purples, maroons, and greens are having their moment right now. Shop for your cool wardrobe upgrade here.",Prepare to See Maximalist Dresses Everywhere This Season,2
4060,188658671885897051,"As lovers of matching sets, a knit skirt and crop top combo is at the top of our wishlist for fall. Shop our designer edit of perfect pairs to add to your outfit rotation from designers Jonathan Simkhai, Rokh, Zimmermann, and more.",Matching Sets That Will Elevate Your Fall Wardrobe,2
4061,188658671885894792,STYLIST'S TIP: Pair your coordinating suiting with chic sneakers for an elevated casual look. The oversized silhouette of this outfit is perfect for your fall wardrobe as it's easy to play with layers.,Chic Suiting Essential for Fall,11
4062,188658671885893607,"A refined look for the older Jenner sister, Kendall looks chic and elegant in this nearly grey dress as she heads into a show on a rainy day in NYC.",Kendall Jenner in an Off-White Maxi Dress on a Rainy Day for NYFW,11
4063,188658671885893232, ,Matching Sets You Need for Fall,13
4064,188658671885892959,"Katie Holmes is definitely ready for fall in this colorful and asymmetric floral dress from Ulla Johnson. Paired with black knee-high boots, the actress is going on our mood board for autumn inspiration.",Katie Holmes is an Autumn Dream in this Ulla Johnson Dress for NYFW,3
4065,188658671885889366,"As splendid as this summer was, we’re looking forward to all the fall festivities and the incredible fashions that follow. For the upcoming season, we’re revisiting classic looks with an invigorating update. Modern femininity, sporty chic, powerful suiting—discover the trends you need to try now and later.",Fall 2022 Trend Report,5
4066,188658671885888390,"A secret about the ShopBAZAAR editors: we adore fall. It's our favorite season! And this fashion update has us ready to take long walks under the canopy of red and orange leaves and run errands without the sun glaring down on us. Shop long dresses, chic sweaters, wool blazers, khaki trousers, and more here.",We Can't Wait for These Fall Fashion Updates,5
4067,188658671885887830,"We dream of denim, especially when it looks this good 💙 More than just for jeans, this classic material creates the perfect structured jackets and boho skirts, and it's our material of choice for fall.","Denim Daydreams: Jeans, Skirts, Jackets—Oh, My!",1
4068,188658671885884959,"A stunning skirt is an important part of every woman's wardrobe—it can make a basic top exciting, a neutral look pop with color, a maximalist outfit even more interesting, and so much more. Our ShopBAZAAR editors have just added hundreds of new styles to our skirt edit, check them out and find your new fave here.",These Skirts Will Make You Never Want to Wear Pants Again,1
4069,188658671885884328,"Outfit planning doesn't have to be daunting when a matching set (or three) is waiting in your closet. Easy and always chic, these classic coords are ready to be brought into your fall rotation.",These Matching Sets are What You Need When You Don't Know What to Wear,3
4070,188658671885883852,Heidi Klum is rocking this leopard print and sheer combo 🐆 Check out of fave leopard print pieces here!,Heidi Klum is a Stunner in This Leopard Print Look,8
4071,188658671885880954,"Take advantage of the weather while it's still a bit warm and create the perfect laidback outfit. A blazer over any pairs of shorts you desire is such a sleek and easy look to put together, especially when you have our favorite jackets at your fingertips. Check out our ShopBAZAAR editors' top picks when it comes to fall outerwear here.",60+ Blazers & Jackets You'll Want for Fall,6
4072,188658671885880159,"The coastal grandmother trend is getting a fall update with sweater vests being the main focus. Our editors love this tried-and-true staple for its brilliant layerability, festive prints and patterns, and overall cozy chicness. Shop @ganni graphic v-necks, crochet polos, open gauge knits, and more.",The Sweater Vests You Didn't Know You Needed for Fall,7
4073,188658671885879703,Gigi Hadid looks so trendy and chic in her pink and white look for the launch of her latest career endeavor. We can't get over this corset moment 😍,Gigi Hadid in a Truly Enviable Pink and White Look,10
4102,21181060739266816,from @westelm,Arches Bunk Bed,18
4103,21181060739266807,From @westelm,Arched Desk Chair,11
4104,21181060739266806, ,Danika Marble Nesting Table Set,6
4107,21181060739260787, ,Bright Retro Color Palette,26
4109,21181060739251602, ,The Primary Main Bedroom!,130
4111,21181060739248909,"Colorful, light, and feminine, the Ruby Skirt features a flattering elastic waist, tie belt, pockets, and tiered midi-length skirt. Available in our Picnic Plaid, this multi-colored print is full of pure magic. with @theodellsshop",Ruby Skirt - Oh Joy! x The ODells,3
4112,21181060739248908,"Fun and comfortable, the Traci Overall features a slip-on, easy-to-wear style with pockets, full-length pant, and front button closure on bust. Available in our solid chambray fabric, this jumpsuit will be your go-to for looking put together in seconds. with @theodellsshop",Traci Overall - Oh Joy! x The ODells,4
4113,21181060739248906,"Flowy and vibrant, the Angie Dress features a 3/4 blouse sleeve, full maxi length, side seam pockets, and an extended bottom ruffle for the most beautiful movement. Available in our Peacock print, this vibrant dress is a show-stopper. with @theodellsshop",Angie Dress - Oh Joy! x The ODells,5
4114,21181060739248904,"Beautiful and versatile, the Jess Dress features a v-neckline, maxi length, buttons down the front, and extended ruffle at the bottom. Available in our Dandilash Eyelet (mixing two different graphic eyelet fabrics), this dress will be your go-to for vacations, weddings, and beautiful summer days and nights. made with @theodellsshop",Jess Dress - Oh Joy! x The ODells,5
4171,188658671885869262,"Elsa Hosk doesn't shy away from showing some skin, so why should you? Mini dresses never go out of style, and they're the perfect first layer when figuring out your fall rotation. Check them out here!",Elsa Hosk in a Casual Yet Oh-So-Chic Shirtdress as She Strolls Through NYC,25
4172,188658671885868779,"Our take on fall fashion? The darker, the better. A monochromatic 'fit is forever striking, but an all-black look never fails to win our hearts. Shop designer pieces from Saint Laurent, Veja, Celine, and more.",Black is the New Black,4
4173,188658671885863406,"Tracee Ellis Ross is a forever elevated style icon, and we're loving her all-black outfit for a day out and about. Shop dark and demure pieces here to create your own monochromatic look, taking inspo from Ms. Ross.",Tracee Ellis Ross Looks Chic as Ever in an All-Black Outfit,5
4174,188658671885862448,"There's nothing better than a chic, statement top. Base your entire outfit around that one special piece, and you've got an enviable look on your hands.",Shop Designer Tops and Luxe Blouses,4
4175,188658671885861875,"Just a touch of lace and ruffles can transform the ordinary into extraordinary. Discover diaphanous, puff-sleeve dresses, embroidered blouses, scallop hems, and more ultra-feminine details.",Ultra-Feminine Ruffles and Lace Pieces,2
4176,188658671885858454,"Make a statement with a monochromatic suit and show all of your coworkers just how chic you are. From designers like Veronica Beard, Tibi, Golden Goose, and more, find your perfect office attire here.",Fall Suiting That'll Make You the Most Stylish in the Office,10
4177,188658671885857704,"As we welcome the start of September, it's time we dust off our fall wardrobes and bring our sweaters, trousers, and muted colors to the surface. Now is the perfect occasion to do a little autumnal shopping, too, don't you think? Shop our pre-fall essentials and kiss summer goodbye.",Add to Your Fall Wardrobe with These Cool Essentials,14
4178,188658671885857333,"These boots are made to be talked about. One thing we love about fall is adding our fave boots back into our wardrobe rotation, from cowboy to combat. Not to mention, they're also great for Halloween costumes, too. 🤠",Boots You'll Always Want to Wear,6
4179,188658671885854300,"Make a statement with a jaw-dropping dress for the ages. A bold color, a soft material, a stunning silhouette—combine all of these and you've got a look they won't soon forget.",Green Dresses to Make Them Green with Envy,8
4180,188658671885853750,"Nothing beats a little black dress, and our editors at ShopBAZAAR know the versatility of this garment is one that lasts forever. Discover our edit of dresses and find your timeless piece from brands like Lisa Yang, Rachel Gilbert, Galvan London, and more,",LBD Just Walked Into the Room,4
4181,188658671885853285,"Name something better than a great pair of jeans. Go on, we'll wait. Hmmm... Silence... That's what we thought. Discover your next favorite pair of bootcut, baggy, skinny, flared jeans here and thank us later.",Good Jeans,13
4182,188658671885850495,"The art of looking chic and effortless is one that isn't as easy to achieve as everyone believes. However, with the right dress, a slicked back bun, and dark sunglasses, you'll get there in no time. Shop our essential dresses her from brands like Chloé, Missoni, Zimmermann, and more.",Relaxed Dresses for an Elevated Style,14
4183,188658671885849910,"""Office chic"" is one of our favorite (and most worn) aesthetics, and it's no surprise as to why. The boxy blazers, skinny heels, and sleek bags make this look one of impeccable style and ultimate elevation—perfect for professional settings.",Boxy Blazers for Your Chic Office Looks,5
4184,188658671885849322,"Whether you're lounging at home or going on a coffee run, we have the most amazing style selection for you. Matching sets are the ideal go-tos when it comes to outfit planning because both aspects of your look are right there in front of you. Shop our favorite coords here from designers you love: Cara Cara, Jonathan Simkhai, Rokh, Proenza Schouler, and more.",This is What You Should Wear When You Don't Like Anything in Your Closet,7
4185,188658671885845869,"From solids to stripes, our designer dress edit is one for the books. The ShopBAZAAR editors handpick each mini, midi, and maxi just for you, selecting only the latest trends and the forever classics that will go so well with your closet. Find brands you love, like Altuzarra, PatBo, Valentino, Loewe, and more, and complete your dress collection.",Designer Dresses That Will Get You Through the Fall,3
4186,188658671885845120,"Upgrade your accessories for an added flair to any outfit. Scarves, sunglasses, clips—all picture-perfect details that can elevate your look, whether you're dressed in all essentials or are choosing a maximalist aesthetic for the day.",These Luxe Accessories are Must-Haves for the Fall,8
4187,188658671885844597,"STYLIST'S TIP: Split up your matching set with your bestie for a coordinating look that shows everyone in your path who the fashion icons are. Even if you have different aesthetics, it's fun to see how your BFF styles their outfit and gain some inspiration from her. Did somebody say bestie goals?",New Ways to Style Your Matching Sets,7
4188,188658671885841973,"Dakota Johnson is back at it again with a stunning tailored look that is definitely now on our fall style mood boards. We love her in this stunning white blazer dress, she looks absolutely chic and just as beautiful.",We're Blinded by Dakota Johnson's Impeccable Style,6
4189,188658671885841136,"Our coveted, bestselling Age bag from buzzy brand Advene is back in a gorgeous waterproof (yes, waterproof!) suede just in time for fall. This exclusive Hero deserves all the flowers with its mossy shade, Italian craftsmanship, sustainable production, and innovative design. Balancing sharp edges and soft curves with minimal hardware, the triangular shape unfolds into an effortless bucket bag. Sophisticated, versatile, and all-around beautiful, this is the It bag of the season.",The Best Waterproof Suede Bag You're Ever Going to Have,16
4190,188658671885840412,"Happy Labor Day! Whether you're basking on a boat or recharging at home, scrolling through our sunny new arrivals will make your day off even better. Harper's BAZAAR, 2014 Styling by James Valeri","Labor Day Shopping, Featuring ShopBAZAAR's New Arrivals",4
4191,188658671885837656,"Make it a girls' night to remember with an enviable statement—or three. Nothing says BFF like matching dresses, and our editors at ShopBAZAAR love a bestie moment. Shop jaw-dropping dresses here and surprise your friends with picture-perfect outfits.",Green With Enviable Dresses,6
4192,188658671885837067,"Brimming with opportunities to explore the natural beauty of the Great Northern Catskills, your look requires pieces that will take you from the poolside to scenic bike rides. Shop striped polos, printed swim, denim shorts, and more.",Labor Day Destinations—Wylder Hotel,5
4193,188658671885834797,"Black has the potential to make your style everything you want it to be. Minimal and chic, bold and edgy, or demure and refined—and if you add a white accent, your look becomes a graphic contrast that packs a punch. In our edit: wool berets, leather pants, over-the-knee boots, maxi dresses, and more versatile pieces.","Black Dresses, Tops, Pants & More for Your Fall Upgrades",3
4194,188658671885834052,"The most sought after sets at ShopBAZAAR come from up-and-coming brand Alice Pearl. Made from organic and recycled terry cloth, this pastel top and shorts combo will be your best friend on a beach day, an errand run, or a girls' night in with friends. Shop this blue set and check out the other colorways here.",ThIs Terry Cloth Set is Selling Out Fast,3
4195,188658671885833344,"Whisk yourself away to Key West and enjoy that dreamy island life. Look the part with billowing maxi dresses, beaded pearl jewelry, a pop of color on your lips, functional basket bags, and flat sandals for walk-everywhere comfort.",Labor Day Destinations—Sunset Key Cottages,1
4201,21181060739238853, ,This is our Green Guest Bathroom!,93
4202,21181060739238718,"Feminine and versatile, the Lily Top features a puff sleeve with ruffle trim, open neckline, and extended tassels. Available in our Dandilash Eyelet (mixing two different graphic eyelet fabrics) this top will be an eternal classic. with @theodellsshop",Lily Top - Oh Joy! x The ODells Shop,6
4203,21181060739238714,"Bold and fun, the Joy Jumpsuit features a puff sleeve, low collar, tie at waist, pockets, and a zip in front for easy on/off! Available in our Hibiscus print, this vintage-inspired jumpsuit will be your conversation piece of the summer. with @theodellsshop",Joy Jumpsuit - Oh Joy! x The ODells Shop,7
4204,21181060739238710,"Classic and comfortable, the Bobby Jogger Pant features an elastic waistband, easy-to-wear style with jogger-style cuffs, and pockets. Available in our chambray fabric, these pants will be your go-to for being comfy and cool at the same time. with @theodellsshop",Bobby Pant - Oh Joy! x The ODells Shop,2
4205,21181060739238706,"Beautiful and versatile, the Jess Dress features a v-neckline, maxi length, buttons down the front, and extended ruffle at the bottom. Available in our Dandilash Eyelet (mixing two different graphic eyelet fabrics), this dress will be your go-to for vacations, weddings, and beautiful summer days and nights. with @theodellsshop",Jess Dress - Oh Joy! x The ODells,5
4206,21181060739238646, ,cute wallpaper ideas for girls,21
4207,21181060739238645, ,Handspun Sweater | Knit Stitch Details | My Finished Handspun Yarn Project | yokieb.com,6
4217,21181060739238633,"Colorful, light, and feminine, the Coco Top features a low collar, button down front closure, and mid-length short sleeves. Available in our Picnic Plaid, this multi-colored print is full of pure sunshine. with @theodellsshop",Coco Top - Oh Joy! x The ODells Shop,2
4218,21181060739238624,"Flowy and vibrant, the Angie Dress features a 3/4 blouse sleeve, full maxi length, side seam pockets, and an extended bottom ruffle for the most beautiful movement. Available in our Peacock print, this vibrant dress is a show-stopper. with @theodellsshop",Angie Dress - Oh Joy! x The ODells Shop,2
4219,21181060739238619,"Colorful, light, and feminine, the Maria Dress features puff cap sleeves, button down front to waistline, pockets, and a shirred center placket. Available in our Picnic Plaid, this multi-colored print is full of pure sunshine. with @theodellsshop",Maria Dress - Oh Joy! x The ODells Shop,3
4220,21181060739238610,"Bright and fun, the Nicole Skirt features a maxi length, center button down closure, pockets, and a ruffle at the end for a bold and beautiful ensemble. Available in our Hibiscus print, this stunning skirt is fun to wear dressed up or down. Oh Joy! x @theodellsshop",Nicole Skirt - Oh Joy x ODells,3
4221,47639708547412790, ,Vestido de noiva minimalista ,6
4241,47639708547396899, ,🖤,3
4279,21181060739191844, ,"apple slab pie : birthday edition - moments of sugar | Recipe in 2021 | Apple slab pie, Birthday pie",7
4294,188658671885830779,"Matching sets are the perfect go-tos when figuring out what to wear. You don't have to think about what pants to match with that top—the answer's right in front of you. Check out these editor-fave coords from brands you love: Alice Pearl, Zimmermann, La DoubleJ, Rokh, and more.",40+ Matching Sets to Add to Your Wardrobe,13
4295,188658671885828519,"This autumnal favorite is popping up on our style radar as we prepare for the end of summer. The loafer perfectly bridges the gap between minimalist weekend style and corporate chic with their classic shape, comfortable feel, and oh-so-elevated look. Whether they’re paired with slacks or jeans, these shoe staples add an air of sophistication and class to your OOTD. Shop chunky black platforms, metallic gold statements, artisanal eel-skin flats, embellished patent-leather picks, and more.",Loafers to Love for Autumn,13
4296,188658671885827898,"Make your style as laid-back and stylish as this beach house with a subdued yet playful color palette. Terry cloth matching sets from Alice Pearl, straw hats from Gucci, neutral sunglasses from Chimi—simplify your packing list with these bestselling picks.",Labor Day Destinations—The Surfrider,1
4297,188658671885825304,Breezy or chilly? Warm or cool? Brights or neutrals? The season of ambiguous weather and style is approaching. Get ahead of the curve with the best outfit inspiration that keeps the transitional phase in check.,Transitional Dressing from Summer to Fall,15
4298,188658671885824759,"Cue the transitional weather and enter the wardrobe classic: leather. Shop impeccably crafted pieces that will last a lifetime and never go out of style. Harper's BAZAAR, 2016 Photography by Jennifer Livingston Styling by Joanna Hillman",Leather Refresh,3
4299,188658671885824097,"Easy, comfortable, chic—three words we're using to describe our fall wardrobes. Summer is coming to an end, which means it's time to break out the cool layers and knit tops.",The ShopBAZAAR New Arrivals Edit is Here to Meet All of Your Fall Style Needs,11
4300,188658671885821167,An all-khaki outfit is now on our fall upgrades checklist thanks to this clean look from Hailey Bieber.,Hailey Bieber Stuns in a Chic Khaki Suit,6
4301,188658671885820404,"Gigi Hadid is, no doubt, a style icon, and if she's sporting an all black look, then we're thinking we should do the same. Shop dark must-haves here.",Gigi Hadid Looks Stunning in This Casual All-Black Outfit,10
4302,188658671885819934,"There's just something about that Gossip Girl school uniform aesthetic we adore for fall. A plaid skirt paired with a white button-up and black blazer isn't new by any stretch, but it's a classic look that can always be upgraded. Shop our pre-fall must-haves here.",Fall Style Upgrades You'll Obsess Over,9
4303,188658671885817120,"One of the first style updates you should make come fall is the accessory you can’t leave home without: the bag. @netaporter is always ahead of the curve with our editors’ must-have picks ready to shop before anyone else. The three trends you should know and add-to-cart now: logomania, ‘90s minimalism, and sparkle and shine.",Bags of Style,1
4304,188658671885816437,"It's Virgo Season! Check out what our editors have picked to support the Virgos in their lives with the love that's in the air! Shop pink dresses, chic sandals, enchanting fragrances, humorous home decor, and more.",Virgo Season Gift Guide,2
4305,188658671885815816,"It's always the right time for a wardrobe upgrade, don't you think? We at ShopBAZAAR have found the ultimate pieces for the transition from summer to fall, already added to our new arrivals. Shop matching sets from Proenza Schouler, tortoiseshell sunglasses from Celine, chic jeans from Loewe, and more.",Don't Miss Out on These New Arrivals,8
4306,188658671885812464,"Your fall wardrobe is only as chic as your best blazer—shop through our edit of designer outerwear, and find one (or many) stylish jackets that will completely refresh your closet for autumn.",Designer Blazers That Will Complete Your Closet,13
4307,188658671885811625,"With so much to love from buzzy brand Cara Cara, it’s always a challenge for our editors to pick just one Hero piece, but this dress was the uncontested winner deserving of the spotlight. From the sophisticated print and flattering self-tie waist to the comfortable silhouette and supreme versatility, this dress will make you eager to bid farewell to summer and walk straight into fall without looking back.",Get This Cara Cara Dress Before It Sells Out,10
4308,188658671885810998,"It's not even fall yet, and we're already starting to shop for fresh blazers and jackets for this upcoming season. Our editors at ShopBAZAAR love throwing some unexpected color into their autumn wardrobe rotations, and our newest additions to our outerwear edit make that something easily achievable. Check out these these new pieces from designers like Balmain, Stand, Baum Und Pferdgarten, and more.",These New Jackets and Blazers are Ready for Your Fall Wardrobe,4
4309,188658671885807390,"Being a fashion icon is hard work, but someone has to do it. 😉 With our new arrivals at ShopBAZAAR, you'll be a source of style inspiration for all with designer picks from Altuzarra, LaQuan Smith, Patbo, and more.",We're Obsessed Over These Designer New Arrivals,5
4310,188658671885806702,"Whether constructed in exotic skins or soft leather, a stunning pair of boots is essential to any fall and winter wardrobe. This season, like many before, the best footwear is by way of designers Gianvito Rossi, Saint Laurent, and Alexandre Birman, among others.",Statement Boots for That Fall Transition,6
4311,188658671885803819,"We love a layering moment, especially with a statement piece like a poofy dress. Not only will it capture everyone's attention, but it's an aesthetic that others will definitely use for inspiration.",You Don't Want to Miss Out on These Dresses for Fall,3
4312,188658671885802977,"Delicate, ethereal, and sensuous, lace is the lovely detail that makes anything and everything instantly more romantic. 💗 Discover your favorite lace pieces here.",Lovely Lace for Your Evening Events,1
4313,188658671885802638,Missing Copenhagen street style pics? Same here. Shop the looks our editors were inspired by from Copenhagen Fashion Week street style and get ready to have all eyes on you.,Copenhagen Fashion Week Street Style,3
4314,188658671885798500,This Caroline Constas Keegan Gown is just begging to be worn in the Mediterranean. 😍🌊,You'll Want to Bring This Gown Everywhere With You (Especially on Vacation),3
4315,188658671885797779,"Furbish Studio’s collection of needlepoint pillows will be a delightful and upbeat addition to any space. Crafted using traditional needlepoint techniques, these modern designs feature the founder’s quirky sense of humor.",Add These Quirky Pillows to Your Home to Show Off Your Great Sense of Humor,8
4316,188658671885797278,"EDITOR'S PICK: “I want to update my everyday bag this fall with something lush and understatedly glamorous, and this Proenza Schouler design checks every box.”—Minna Shim, Senior Content & Social Media Editor. Shop her pick here!",This Forest Green Proenza Schouler Bag is a Fall Must-Have,7
4317,188658671885794507,"Stand out from the crowd with vivd colors and head-turning finds handpicked by the ShopBAZAAR editors. As we approach fall, we're not shying away from bright hues—we want all eyes on us.",Colorful Jackets and Standout Blazers for Fall,12
4318,188658671885793697,"Show up to your summer events in a dress to remember. Our ShopBAZAAR editors are all about adding a little something different to classic styles, and a statement LBD is one of our fave ways to do that.",Stunning Dresses for Your Next Event,4
4377,47639708547382325, ,Shapes of the Moon Poster,5
4418,21181060739079869, ,New Abstract Set,13
4419,21181060739069632, ,Adriana's bakery brand identity by Marisa Sorto,3
4423,21181060739064280, ,Макияж глаз ,12
4425,21181060739064253, ,Mixed Berry Pie with Confetti Crust recipe by Angela Chung | The Feedfeed,23
4429,21181060739055583,Celebrate pride with these bold and bright manicure styles. Photo credit: @betina_goldstein  #nails #pride #pridemonth #lgbtq #beauty #nailart #summer #beauty #style #manicure,10 bold pride manicure ideas ,10
4430,21181060739055582,We May Have Reached Perfection with This One ✨,Engraved Herringbone Necklace - Shop Now for Free Delivery,0
4437,21181060739055571,12 Lip Products With SPF to Protect Your Pout,12 Lip Products With SPF to Protect Your Pout,10
4440,21181060739043851, ,Easy French Toast Balls,15
4466,188658671885793018,"A sharp blazer is an essential in your closet—the versatile piece is perfect for the office, running errands, heading to brunch, and so much more. Find your next sophisticated and structured fall fave here from designers like The Row, Stella McCartney, Veronica Beard, and more.",Blazers You Need to Prepare for Fall,3
4467,188658671885790516,"Daring, mysterious, and utterly chic, this look is all about intrigue. Corseted waist, plunging neckline, elongating lines, a touch of red—everyone will be wondering who you are.",Outfit Ideas for That Black Tie Affair,5
4468,188658671885789708,"Prepare your fall wardrobe with an upgrade to your outerwear collection: colorful blazers, shearling coats, fringed jackets, and more pre-fall picks to get you ready for cooler days and even cooler nights.",Jumpstart Your Fall Jacket Collection,7
4469,188658671885789177,"A matching moment is all we can dream of when planning out tomorrow's outfit in our heads, and the ShopBAZAAR editors have curated a stunning edit of coordinating sets for every occasion. Whether you're feeling more loungewear or formal or beachy, you'll want to start at these picks for your stylish look.",Don't Miss Out on These Chic Matching Sets,1
4470,188658671885784974,"It's dress season, and our editors are loving all things mini, midi, and maxi. Zimmermann, Rachel Gilbert, Ulla Johnson, and more brands you love are occupying our minds (and edits) with their stunning pieces for summer.",Step Out in Style with Our Edit of 100+ Dresses,7
4471,188658671885784350,"A rule the ShopBAZAAR editors live by: you can never have too many dresses. 🖤 Perfect for any occasion, a dress is an easy answer to the age-old question, ""What should I wear?"" If you're feeling a craving for a new look, scroll through our edit of designer minis, midis, and maxis for your brunch dates, weddings, errand runs, and more.",Hundreds of Dresses for All Your Occasions,4
4472,188658671885783625,"The chameleon in your closet is the collared shirt. A workwear essential that can also elevate your off-duty look, this must-have will make you look polished from every angle.",You Need an Oversized Button-Up As We Approach Fall,6
4473,188658671885781297,"The perfect way to show a little skin but still stay covered is with sheer pieces. Think diaphanous fabrics, lace panels, and open knit designs from designers we're obsessing over: Patbo, Alexis, LaQuan Smith, and more.",Sheer Pieces for the Nights You Want to Show a Little Skin,14
4474,188658671885780455,"Each piece from Calle Del Mar is a must-have that you’ll wear for years to come. Handloomed with sustainable viscose by local artisans, everything from the buzzy brand is a perfect example of laid-back luxury. From the comfortable fits and vibrant colors to the timeless appeal, there’s so much to love. Our editors want each and every piece, especially our exclusive rib polo and rib pants—the perfect wear now and forever staples.",ShopBAZAAR's New Hero Features Sustainable Fashion and Crocheted Sets,4
4475,188658671885779604,"We're getting closer to fall which means it's time to upgrade our jackets and outerwear from last year. Discover the pieces our ShopBAZAAR editors are in love with as we approach the end of summer from brands to know: Veronica Beard, Brunello Cucinelli, Khaite, and so many more.",Time for a Jacket Upgrade,11
4476,188658671885775866,"A quirky take on home décor, artist Laetitia Rouget creates ceramic pieces that will brighten up every corner and tabletop. Discover zebra and giraffe candleholders, tongue-in-cheek dessert plates, animated vases, and more.",This Quirky Home Décor is What Every Maximalist Home Needs,3
4477,188658671885775141,We love a little black dress moment. 🖤 There's nothing more chic than a classic style with a modern twist. Scroll through our dress edit to find your next LBD treasure.,Find Your Next Forever LBD,9
4478,188658671885772479,"Going somewhere with a dress code? We thought you might be. 😉 The ShopBAZAAR editors went on a search for the most stunning outfits so you can be the best dressed guest for whatever event you may be attending. Think shimmering purple sets, pastel dresses, wrap-up sandals, and more enviable pieces to add to your going-out closet.",What to Wear to Your Upcoming Events,2
4479,188658671885771560,"We're already scouring the sites for a chic jacket for fall, and our editors decided to take the search into their own hands and select the most stylish pieces for us to choose from. ❤️ Classic trenches to professional blazers to fringe kimonos, ShopBAZAAR is the place to go when looking for designer outerwear that'll last you many seasons to come.",Start Shopping for Your Next Staple Jacket Before They're All Sold Out,4
